model,query_language,depth,n,mean_cos,mrr,recall_at_10,recall_at_100
BAAI/bge-m3,zh,5,27,0.5391233960787455,0.44374920094282033,0.5185185185185185,0.7407407407407407
Qwen/Qwen3-Embedding-0.6B,de,0,26,0.5465207054064825,0.5274277372697798,0.6153846153846154,0.8076923076923077
Qwen/Qwen3-Embedding-0.6B,de,1,26,0.5495946940321189,0.53042740605016,0.6153846153846154,0.8076923076923077
Qwen/Qwen3-Embedding-0.6B,de,2,26,0.5433010344321911,0.5276934194389206,0.6153846153846154,0.7692307692307693
Qwen/Qwen3-Embedding-0.6B,de,3,26,0.5397910865453573,0.5286949757569339,0.6538461538461539,0.7692307692307693
Qwen/Qwen3-Embedding-0.6B,de,4,26,0.5369485353048031,0.5122140704804831,0.6538461538461539,0.7692307692307693
Qwen/Qwen3-Embedding-0.6B,de,5,26,0.5357787792499249,0.505217929003874,0.6153846153846154,0.7692307692307693
Qwen/Qwen3-Embedding-0.6B,en,0,27,0.5953019217208579,0.6398811368480674,0.7407407407407407,0.8148148148148148
Qwen/Qwen3-Embedding-0.6B,en,1,27,0.5975483192337884,0.6003485280596147,0.7037037037037037,0.8148148148148148
Qwen/Qwen3-Embedding-0.6B,en,2,27,0.5918606740457041,0.5975481011421009,0.7037037037037037,0.7777777777777778
Qwen/Qwen3-Embedding-0.6B,en,3,27,0.58710699500861,0.5955745236820101,0.7037037037037037,0.7777777777777778
Qwen/Qwen3-Embedding-0.6B,en,4,27,0.5846414190751535,0.5947418727545072,0.7037037037037037,0.7777777777777778
Qwen/Qwen3-Embedding-0.6B,en,5,27,0.5837091406186422,0.5865580292431597,0.6666666666666666,0.7407407407407407
Qwen/Qwen3-Embedding-0.6B,es,0,27,0.5698737778045513,0.5511982066717711,0.7037037037037037,0.8148148148148148
Qwen/Qwen3-Embedding-0.6B,es,1,27,0.5728311593885775,0.559766164774027,0.7407407407407407,0.8148148148148148
Qwen/Qwen3-Embedding-0.6B,es,2,27,0.5682899245509395,0.5473014529396134,0.7037037037037037,0.7777777777777778
Qwen/Qwen3-Embedding-0.6B,es,3,27,0.5677916771835751,0.5575780277975834,0.6666666666666666,0.7777777777777778
Qwen/Qwen3-Embedding-0.6B,es,4,27,0.5648818126431218,0.5090467786634019,0.6666666666666666,0.7777777777777778
Qwen/Qwen3-Embedding-0.6B,es,5,27,0.5662540892759959,0.5667302637820005,0.6666666666666666,0.8148148148148148
Qwen/Qwen3-Embedding-0.6B,fr,0,27,0.5248625140499186,0.3327624586265302,0.4074074074074074,0.7037037037037037
Qwen/Qwen3-Embedding-0.6B,fr,1,27,0.526883672232981,0.33518467787574185,0.48148148148148145,0.7407407407407407
Qwen/Qwen3-Embedding-0.6B,fr,2,27,0.5224483300138403,0.3306001337524889,0.4074074074074074,0.7037037037037037
Qwen/Qwen3-Embedding-0.6B,fr,3,27,0.5222661903610936,0.33158140136562264,0.4074074074074074,0.7037037037037037
Qwen/Qwen3-Embedding-0.6B,fr,4,27,0.5210895025067859,0.329622667793499,0.37037037037037035,0.7037037037037037
Qwen/Qwen3-Embedding-0.6B,fr,5,27,0.5207524476227937,0.32620761064057774,0.3333333333333333,0.7037037037037037
Qwen/Qwen3-Embedding-0.6B,zh,0,27,0.5503453766858136,0.49657958035546873,0.6666666666666666,0.8148148148148148
Qwen/Qwen3-Embedding-0.6B,zh,1,27,0.5515298644701639,0.5173660452126819,0.6296296296296297,0.8148148148148148
Qwen/Qwen3-Embedding-0.6B,zh,2,27,0.5462899605433146,0.5106253032145432,0.6296296296296297,0.7777777777777778
Qwen/Qwen3-Embedding-0.6B,zh,3,27,0.5462129182285733,0.504288721532189,0.6296296296296297,0.8148148148148148
Qwen/Qwen3-Embedding-0.6B,zh,4,27,0.5436979477052335,0.48969444454744737,0.5925925925925926,0.8148148148148148
Qwen/Qwen3-Embedding-0.6B,zh,5,27,0.5423177381356558,0.4796993054006811,0.5925925925925926,0.8148148148148148
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,de,0,26,0.7456960678100586,0.208678077721923,0.34615384615384615,0.5
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,de,1,26,0.7457454044085282,0.2054473444827491,0.34615384615384615,0.5
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,de,2,26,0.7447073390850654,0.20905582435504966,0.3076923076923077,0.5
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,de,3,26,0.7438776974494641,0.17545738203189304,0.3076923076923077,0.46153846153846156
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,de,4,26,0.7433191560781919,0.19879046944536688,0.3076923076923077,0.46153846153846156
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,de,5,26,0.7405751897738531,0.19481274636323392,0.2692307692307692,0.46153846153846156
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,en,0,27,0.7703924775123596,0.4062412581816632,0.5185185185185185,0.6666666666666666
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,en,1,27,0.7698539627922906,0.43059920226111664,0.5555555555555556,0.6666666666666666
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,en,2,27,0.7685890793800354,0.4317870095269149,0.5925925925925926,0.6296296296296297
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,en,3,27,0.7678711370185569,0.4298365230214162,0.5925925925925926,0.6296296296296297
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,en,4,27,0.7670687635739645,0.3780839213991572,0.5925925925925926,0.6296296296296297
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,en,5,27,0.7644999777829206,0.32537194414214476,0.5185185185185185,0.6296296296296297
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,es,0,27,0.7625949846373664,0.3421861817794926,0.48148148148148145,0.6666666666666666
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,es,1,27,0.7612466392693696,0.31920975835052595,0.48148148148148145,0.5925925925925926
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,es,2,27,0.7609625569096318,0.33414883212789886,0.48148148148148145,0.7037037037037037
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,es,3,27,0.7595618455498306,0.3279864538436683,0.48148148148148145,0.7037037037037037
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,es,4,27,0.7582187829194246,0.32241322016665197,0.4074074074074074,0.7037037037037037
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,es,5,27,0.7553310239756549,0.27364726742255535,0.4074074074074074,0.5925925925925926
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,fr,0,27,0.7289871772130331,0.17814538508062688,0.2962962962962963,0.4074074074074074
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,fr,1,27,0.728172896084962,0.16877453060863207,0.2962962962962963,0.37037037037037035
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,fr,2,27,0.7274176588764897,0.17170308145638474,0.2962962962962963,0.37037037037037035
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,fr,3,27,0.726259814368354,0.13789517922225375,0.2962962962962963,0.3333333333333333
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,fr,4,27,0.7256741258833144,0.13023782264622866,0.2962962962962963,0.3333333333333333
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,fr,5,27,0.724269966284434,0.12634340828643018,0.25925925925925924,0.2962962962962963
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,zh,0,27,0.747035370932685,0.19695736881256562,0.4074074074074074,0.5185185185185185
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,zh,1,27,0.7472712596257528,0.19803986960694145,0.4074074074074074,0.5185185185185185
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,zh,2,27,0.7463612865518641,0.21749988836027803,0.37037037037037035,0.48148148148148145
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,zh,3,27,0.7460709633650603,0.22042206908718748,0.37037037037037035,0.48148148148148145
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,zh,4,27,0.7446350124147203,0.21448709173754055,0.37037037037037035,0.5185185185185185
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,zh,5,27,0.7432784703042772,0.21416976936815704,0.37037037037037035,0.5185185185185185
google/embeddinggemma-300m,de,0,26,0.45470834924624515,0.6390065801456584,0.6923076923076923,0.7692307692307693
google/embeddinggemma-300m,de,1,26,0.455997870518611,0.6585903182819245,0.6923076923076923,0.7692307692307693
google/embeddinggemma-300m,de,2,26,0.4498277558730199,0.6417591591121359,0.6538461538461539,0.7692307692307693
google/embeddinggemma-300m,de,3,26,0.4494931778082481,0.6418653694533627,0.6538461538461539,0.7692307692307693
google/embeddinggemma-300m,de,4,26,0.4492540508508682,0.6420026825837193,0.6538461538461539,0.7692307692307693
google/embeddinggemma-300m,de,5,26,0.4478559809235426,0.6442083901436919,0.6923076923076923,0.7692307692307693
google/embeddinggemma-300m,en,0,27,0.49450691706604427,0.696999253044477,0.7407407407407407,0.8148148148148148
google/embeddinggemma-300m,en,1,27,0.49464232391781277,0.6957995861408124,0.7407407407407407,0.8148148148148148
google/embeddinggemma-300m,en,2,27,0.48884837826093036,0.6657539009505277,0.7407407407407407,0.8148148148148148
google/embeddinggemma-300m,en,3,27,0.48779409571930216,0.646162591713979,0.7407407407407407,0.8148148148148148
google/embeddinggemma-300m,en,4,27,0.4868846430822655,0.664299394276951,0.7407407407407407,0.8148148148148148
google/embeddinggemma-300m,en,5,27,0.4859734188627314,0.6475377551383151,0.7407407407407407,0.8148148148148148
google/embeddinggemma-300m,es,0,27,0.46616028911537594,0.7203267106786385,0.8148148148148148,0.8518518518518519
google/embeddinggemma-300m,es,1,27,0.4654446315986139,0.7325735520570292,0.8148148148148148,0.8518518518518519
google/embeddinggemma-300m,es,2,27,0.46171714586240276,0.7029460896583922,0.8148148148148148,0.8518518518518519
google/embeddinggemma-300m,es,3,27,0.46145911514759064,0.7027959774526188,0.8148148148148148,0.8518518518518519
google/embeddinggemma-300m,es,4,27,0.4597958442237642,0.7045506260738944,0.8148148148148148,0.8518518518518519
google/embeddinggemma-300m,es,5,27,0.45951976378758747,0.716877459546356,0.8148148148148148,0.8518518518518519
google/embeddinggemma-300m,fr,0,27,0.4383874977076495,0.5923449204861196,0.6666666666666666,0.7777777777777778
google/embeddinggemma-300m,fr,1,27,0.43788679385626755,0.6070997714093466,0.6296296296296297,0.7777777777777778
google/embeddinggemma-300m,fr,2,27,0.43146151966518825,0.503965676795398,0.5925925925925926,0.7777777777777778
google/embeddinggemma-300m,fr,3,27,0.43262667678020617,0.497228673277562,0.5925925925925926,0.7777777777777778
google/embeddinggemma-300m,fr,4,27,0.43248442974355483,0.4978246440063882,0.5925925925925926,0.7777777777777778
google/embeddinggemma-300m,fr,5,27,0.431483852090659,0.5004879621023363,0.5925925925925926,0.7777777777777778
google/embeddinggemma-300m,zh,0,27,0.4467961484635318,0.6287015944980388,0.6666666666666666,0.7777777777777778
google/embeddinggemma-300m,zh,1,27,0.4465038765359808,0.6094390188999734,0.6666666666666666,0.7777777777777778
google/embeddinggemma-300m,zh,2,27,0.4421149817881761,0.6111506090264526,0.6296296296296297,0.7777777777777778
google/embeddinggemma-300m,zh,3,27,0.4436735157613401,0.6112147972906811,0.6296296296296297,0.7777777777777778
google/embeddinggemma-300m,zh,4,27,0.44215983538715925,0.6125083815540149,0.6296296296296297,0.7777777777777778
google/embeddinggemma-300m,zh,5,27,0.4414636277490192,0.5973231079109595,0.6666666666666666,0.7777777777777778
ibm-granite/granite-embedding-278m-multilingual,de,0,26,0.7127348115810981,0.47451668484182,0.5769230769230769,0.6923076923076923
ibm-granite/granite-embedding-278m-multilingual,de,1,26,0.7139158890797541,0.5005093140836409,0.5769230769230769,0.6923076923076923
ibm-granite/granite-embedding-278m-multilingual,de,2,26,0.7099476135694064,0.44979728908878136,0.5769230769230769,0.6923076923076923
ibm-granite/granite-embedding-278m-multilingual,de,3,26,0.7090019950499902,0.4439804218405655,0.6153846153846154,0.6923076923076923
ibm-granite/granite-embedding-278m-multilingual,de,4,26,0.7088422523095057,0.44393115367669406,0.6153846153846154,0.6538461538461539
ibm-granite/granite-embedding-278m-multilingual,de,5,26,0.7089068178947155,0.4453980295013995,0.5769230769230769,0.6538461538461539
ibm-granite/granite-embedding-278m-multilingual,en,0,27,0.7496324490617823,0.5513867611267101,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,en,1,27,0.7504895748915495,0.5467992269213752,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,en,2,27,0.746887829568651,0.5417712221155616,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,en,3,27,0.7453693239777176,0.5398830472434744,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,en,4,27,0.7449801586292408,0.5377067871944784,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,en,5,27,0.7442179587152269,0.521157234746675,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,es,0,27,0.7172353620882388,0.5373315315512066,0.5925925925925926,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,es,1,27,0.7178403823464005,0.5374050210898534,0.5925925925925926,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,es,2,27,0.7149765381106624,0.4858856980826378,0.5555555555555556,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,es,3,27,0.7143754340984203,0.5034964555208459,0.5555555555555556,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,es,4,27,0.7142874488124141,0.4864213022230763,0.5555555555555556,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,es,5,27,0.7143604733325817,0.48642187592098934,0.5555555555555556,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,fr,0,27,0.7115061106505217,0.46163618413854135,0.5555555555555556,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,fr,1,27,0.711817514013361,0.4618345176730773,0.5555555555555556,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,fr,2,27,0.7091723393510889,0.4485871615862805,0.5555555555555556,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,fr,3,27,0.708363292393861,0.44890842028974687,0.5925925925925926,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,fr,4,27,0.7083731205375107,0.44882693867768203,0.5925925925925926,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,fr,5,27,0.7084695829285516,0.44937016392910994,0.5555555555555556,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,zh,0,27,0.6940233508745829,0.3234895347994967,0.37037037037037035,0.48148148148148145
ibm-granite/granite-embedding-278m-multilingual,zh,1,27,0.6948162736716094,0.32039155927056745,0.37037037037037035,0.48148148148148145
ibm-granite/granite-embedding-278m-multilingual,zh,2,27,0.6938060897367971,0.3095083317890467,0.3333333333333333,0.48148148148148145
ibm-granite/granite-embedding-278m-multilingual,zh,3,27,0.6954782958383914,0.3101978614117839,0.3333333333333333,0.48148148148148145
ibm-granite/granite-embedding-278m-multilingual,zh,4,27,0.6950329475932651,0.31042313098070523,0.3333333333333333,0.48148148148148145
ibm-granite/granite-embedding-278m-multilingual,zh,5,27,0.6948377401740463,0.3109541025578679,0.3333333333333333,0.48148148148148145
intfloat/multilingual-e5-large-instruct,de,0,26,0.8293174298909994,0.1811841614831664,0.2692307692307692,0.5
intfloat/multilingual-e5-large-instruct,de,1,26,0.8293282252091628,0.1797865200691491,0.23076923076923078,0.46153846153846156
intfloat/multilingual-e5-large-instruct,de,2,26,0.8282835070903485,0.1805858890646355,0.23076923076923078,0.4230769230769231
intfloat/multilingual-e5-large-instruct,de,3,26,0.8274814463578738,0.18036010818666567,0.2692307692307692,0.46153846153846156
intfloat/multilingual-e5-large-instruct,de,4,26,0.827891299357781,0.18253342060654607,0.2692307692307692,0.4230769230769231
intfloat/multilingual-e5-large-instruct,de,5,26,0.8276711450173304,0.18092545881281927,0.2692307692307692,0.38461538461538464
intfloat/multilingual-e5-large-instruct,en,0,27,0.8521055490882309,0.7076964427462407,0.7037037037037037,0.8888888888888888
intfloat/multilingual-e5-large-instruct,en,1,27,0.8518662982516818,0.6829529197727884,0.7037037037037037,0.8888888888888888
intfloat/multilingual-e5-large-instruct,en,2,27,0.8505826305460047,0.6565572982194323,0.7037037037037037,0.8518518518518519
intfloat/multilingual-e5-large-instruct,en,3,27,0.8486302075562654,0.6567384011953633,0.7037037037037037,0.8518518518518519
intfloat/multilingual-e5-large-instruct,en,4,27,0.8480278761298569,0.6551844724918046,0.6666666666666666,0.8518518518518519
intfloat/multilingual-e5-large-instruct,en,5,27,0.8475796205026133,0.5906059473005105,0.7037037037037037,0.8518518518518519
intfloat/multilingual-e5-large-instruct,es,0,27,0.8286761222062288,0.11453894622139786,0.25925925925925924,0.5555555555555556
intfloat/multilingual-e5-large-instruct,es,1,27,0.828726159201728,0.11532600568765183,0.25925925925925924,0.5555555555555556
intfloat/multilingual-e5-large-instruct,es,2,27,0.8282356527116563,0.12829384478823228,0.25925925925925924,0.5185185185185185
intfloat/multilingual-e5-large-instruct,es,3,27,0.8282914735652782,0.1351439302361021,0.25925925925925924,0.5185185185185185
intfloat/multilingual-e5-large-instruct,es,4,27,0.8284679562957199,0.1553266860064602,0.25925925925925924,0.48148148148148145
intfloat/multilingual-e5-large-instruct,es,5,27,0.8288728661007352,0.1420557984993678,0.25925925925925924,0.48148148148148145
intfloat/multilingual-e5-large-instruct,fr,0,27,0.8248696680422183,0.18857301524418782,0.2222222222222222,0.3333333333333333
intfloat/multilingual-e5-large-instruct,fr,1,27,0.8248374925719367,0.1822965841060221,0.2222222222222222,0.2962962962962963
intfloat/multilingual-e5-large-instruct,fr,2,27,0.824881911277771,0.1578199297327997,0.2222222222222222,0.2962962962962963
intfloat/multilingual-e5-large-instruct,fr,3,27,0.8245905107922025,0.16384184468306248,0.2222222222222222,0.2962962962962963
intfloat/multilingual-e5-large-instruct,fr,4,27,0.8255417324878551,0.1892143978580863,0.2222222222222222,0.2962962962962963
intfloat/multilingual-e5-large-instruct,fr,5,27,0.8257475274580496,0.20793438841150255,0.2222222222222222,0.2962962962962963
intfloat/multilingual-e5-large-instruct,zh,0,27,0.8294243106135616,0.14372003439170175,0.2222222222222222,0.6296296296296297
intfloat/multilingual-e5-large-instruct,zh,1,27,0.8325659897592332,0.21571011416663446,0.25925925925925924,0.6666666666666666
intfloat/multilingual-e5-large-instruct,zh,2,27,0.833673357963562,0.20207511040745857,0.2962962962962963,0.6666666666666666
intfloat/multilingual-e5-large-instruct,zh,3,27,0.8362551353595875,0.23289345194107328,0.2962962962962963,0.6666666666666666
intfloat/multilingual-e5-large-instruct,zh,4,27,0.836640614050406,0.2286426935157482,0.2962962962962963,0.6666666666666666
intfloat/multilingual-e5-large-instruct,zh,5,27,0.836305351169021,0.22669342902884423,0.2962962962962963,0.6666666666666666
nomic-ai/nomic-embed-text-v2-moe,de,0,26,0.5196487857745244,0.6087342270617057,0.6538461538461539,0.7692307692307693
nomic-ai/nomic-embed-text-v2-moe,de,1,26,0.5207503552620227,0.6300976591192744,0.6538461538461539,0.7692307692307693
nomic-ai/nomic-embed-text-v2-moe,de,2,26,0.5155515716626093,0.5674057099973315,0.6153846153846154,0.7692307692307693
nomic-ai/nomic-embed-text-v2-moe,de,3,26,0.5125950941672692,0.5884846806343396,0.6153846153846154,0.7692307692307693
nomic-ai/nomic-embed-text-v2-moe,de,4,26,0.511022089765622,0.5673667932947659,0.5769230769230769,0.7307692307692307
nomic-ai/nomic-embed-text-v2-moe,de,5,26,0.5115146946448547,0.548599788262201,0.5769230769230769,0.7307692307692307
nomic-ai/nomic-embed-text-v2-moe,en,0,27,0.5639152648272338,0.6726880780516397,0.7037037037037037,0.8148148148148148
nomic-ai/nomic-embed-text-v2-moe,en,1,27,0.5641726785235934,0.6908873612630233,0.7037037037037037,0.8148148148148148
nomic-ai/nomic-embed-text-v2-moe,en,2,27,0.5590202488281109,0.6593462665782265,0.7407407407407407,0.8148148148148148
nomic-ai/nomic-embed-text-v2-moe,en,3,27,0.5544812226736987,0.6450205673410272,0.7407407407407407,0.8148148148148148
nomic-ai/nomic-embed-text-v2-moe,en,4,27,0.5514395446689041,0.6594311265999323,0.7037037037037037,0.8148148148148148
nomic-ai/nomic-embed-text-v2-moe,en,5,27,0.5497281805232719,0.621599053572253,0.7037037037037037,0.8148148148148148
nomic-ai/nomic-embed-text-v2-moe,es,0,27,0.5258599094770573,0.5372724802050445,0.7407407407407407,0.7777777777777778
nomic-ai/nomic-embed-text-v2-moe,es,1,27,0.5269753099591644,0.5789298158968575,0.7407407407407407,0.7777777777777778
nomic-ai/nomic-embed-text-v2-moe,es,2,27,0.5233110940014875,0.547936880048473,0.7037037037037037,0.7777777777777778
nomic-ai/nomic-embed-text-v2-moe,es,3,27,0.5243784972914943,0.545270475876158,0.7037037037037037,0.7777777777777778
