query_id,qlang,best_single,rrf,rrf_all,router,oracle
WO-2025206783-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025010991-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
MX-2025006977-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
MX-2025008400-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025132390-A1_de_q_de,de,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0
WO-2025204766-A1_fr_q_fr,fr,1.0,0.5,0.5,1.0,1.0
WO-2025098664-A1_de_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4627583-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4630558-A2_zh_q_zh,zh,0.0,0.0,0.0,0.0,0.0
MX-2025010573-A_es_q_es,es,0.0,0.0,0.0,0.0,0.0
WO-2025210917-A1_fr_q_fr,fr,0.5,0.0,0.0,0.5,0.5
WO-2025150394-A1_en_q_en,en,0.0,0.0,0.0,0.0,1.0
MX-2025005728-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025177605-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,1.0
MX-2025006958-A_en_q_en,en,0.5,1.0,1.0,0.5,1.0
EP-4551675-A1_de_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4627325-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.5
WO-2025208050-A2_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025202994-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025006551-A_en_q_en,en,0.0,0.0,0.0,0.0,1.0
WO-2005069422-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025194610-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025001644-A_zh_q_zh,zh,1.0,0.5,0.5,1.0,1.0
WO-2025216492-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025216629-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
MX-2025005081-A_en_q_en,en,0.0,1.0,0.0,0.0,1.0
WO-2025205506-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025132391-A1_de_q_de,de,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0
WO-2025205634-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025120243-A1_es_q_es,es,1.0,0.0,0.0,1.0,1.0
WO-2025201672-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025008970-A_es_q_es,es,1.0,1.0,1.0,1.0,1.0
MX-2025009075-A_zh_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025210445-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
WO-2025206090-A1_fr_q_fr,fr,1.0,1.0,0.0,1.0,1.0
MX-2025006643-A_en_q_en,en,1.0,0.0,1.0,1.0,1.0
MX-2025010190-A_en_q_en,en,1.0,0.5,0.5,1.0,1.0
EP-4577789-A1_zh_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025204469-A1_en_q_en,en,0.0,0.5,0.0,0.0,0.5
WO-2025204469-A1_en_q_de,de,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0
WO-2025204469-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
WO-2025204469-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
WO-2025204469-A1_zh_q_zh,zh,0.0,0.0,0.0,0.0,0.0
MX-2025010085-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
MX-2025010085-A_en_q_de,de,1.0,1.0,1.0,1.0,1.0
MX-2025010085-A_en_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025010085-A_es_q_es,es,0.0,0.0,0.0,0.0,1.0
MX-2025010085-A_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
MX-2025005421-A_en_q_en,en,1.0,0.0,0.0,1.0,1.0
MX-2025005421-A_en_q_de,de,0.5,1.0,0.0,0.5,1.0
MX-2025005421-A_en_q_fr,fr,1.0,1.0,0.5,1.0,1.0
MX-2025005421-A_es_q_es,es,1.0,0.0,0.0,1.0,1.0
MX-2025005421-A_en_q_zh,zh,0.5,0.0,0.0,0.5,0.5
MX-2025002688-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
MX-2025002688-A_en_q_de,de,0.0,0.0,0.0,0.0,0.0
MX-2025002688-A_en_q_fr,fr,0.0,0.0,0.0,0.0,0.0
MX-2025002688-A_es_q_es,es,0.0,0.0,0.0,0.0,0.0
MX-2025002688-A_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025211147-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025211147-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
WO-2025211147-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,1.0
WO-2025211147-A1_en_q_es,es,0.0,0.5,0.5,0.0,1.0
WO-2025211147-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025187712-A8_en_q_en,en,0.0,0.0,0.0,0.0,1.0
WO-2025187712-A8_en_q_de,de,0.5,0.0,0.0,0.5,0.5
WO-2025187712-A8_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
WO-2025187712-A8_en_q_es,es,0.0,0.0,0.0,0.0,0.0
WO-2025187712-A8_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
EP-4630253-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4630253-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4630253-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4630253-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4630253-A1_zh_q_zh,zh,0.0,0.0,0.0,0.0,0.0
MX-2025007798-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025206382-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
MX-2025009144-A_en_q_en,en,0.5,0.0,0.0,0.5,0.5
WO-2025206195-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2024128938-A1_en_q_de,de,1.0,0.6666666666666666,1.0,1.0,1.0
MX-2025007510-A_es_q_es,es,0.0,0.0,0.0,0.0,0.0
WO-2025172752-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2024245507-A9_en_q_en,en,0.0,0.0,0.0,0.0,0.5
WO-2024245507-A9_de_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2024245507-A9_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.5
WO-2024245507-A9_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2024245507-A9_en_q_zh,zh,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
EP-4630245-A1_zh_q_zh,zh,1.0,1.0,0.5,1.0,1.0
WO-2025192625-A1_en_q_en,en,0.5,0.5,0.5,0.5,1.0
WO-2025192625-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
WO-2025192625-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
WO-2025192625-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.3333333333333333
WO-2025192625-A1_zh_q_zh,zh,1.0,0.5,0.0,1.0,1.0
MX-2025006818-A_es_q_es,es,1.0,1.0,1.0,1.0,1.0
MX-2025007695-A_es_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025187736-A8_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025203012-A1_en_q_es,es,1.0,1.0,0.5,1.0,1.0
EP-4626837-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025202104-A1_zh_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4626928-A2_fr_q_fr,fr,1.0,1.0,0.0,1.0,1.0
MX-2025008327-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
